Episode,Action,Probability,Done
0,17,0.0,False
0,17,0.0,False
0,17,0.136,False
0,19,0.0,False
0,1,0.99,False
0,1,0.564,False
0,3,0.498,False
0,19,0.0,False
0,19,0.0,False
0,19,0.0,True
1,15,0.99,False
1,19,0.0,False
1,15,0.0,False
1,9,0.444,False
1,4,0.507,False
1,19,0.0,False
1,16,0.0,False
1,16,0.0,False
1,4,0.0,False
1,4,0.0,False
1,4,0.0,False
1,19,0.0,True
2,1,0.0,False
2,11,0.99,False
2,11,0.5920000000000001,False
2,1,0.99,False
2,1,0.542,False
2,15,0.99,False
2,19,0.5670000000000001,False
2,4,0.015,False
2,4,0.429,False
2,4,0.436,False
2,0,0.436,True
3,3,0.0,False
3,3,0.0,False
3,16,0.0,False
3,16,0.0,False
3,16,0.0,False
3,0,0.22899999999999998,False
3,0,0.0,False
3,0,0.0,False
3,0,0.063,True
4,15,0.99,False
4,15,0.0,False
4,15,0.0,False
4,19,0.355,False
4,1,0.99,False
4,2,0.4,False
4,1,0.591,False
4,1,0.99,False
4,1,0.55,False
4,1,0.0,False
4,1,0.0,True
5,15,0.99,False
5,1,0.0,False
5,19,0.0,False
5,19,0.446,False
5,19,0.431,False
5,19,0.99,False
5,19,0.552,False
5,16,0.99,False
5,16,0.99,False
5,16,0.5710000000000001,False
5,19,0.0,False
5,1,0.0,False
5,19,0.99,False
5,1,0.5820000000000001,False
5,0,0.99,False
5,7,0.584,False
5,0,0.0,False
5,19,0.99,False
5,7,0.596,False
5,11,0.273,False
5,11,0.46399999999999997,False
5,11,0.509,True
6,3,0.0,False
6,19,0.22899999999999998,False
6,2,0.0,False
6,19,0.424,False
6,1,0.99,False
6,11,0.593,False
6,19,0.99,False
6,0,0.596,False
6,0,0.0,False
6,0,0.99,False
6,7,0.544,False
6,0,0.457,False
6,19,0.99,False
6,19,0.43700000000000006,True
7,16,0.99,False
7,0,0.0,False
7,0,0.0,False
7,18,0.0,False
7,16,0.39299999999999996,False
7,15,0.043,False
7,16,0.0,False
7,19,0.0,False
7,19,0.0,False
7,19,0.488,False
7,2,0.0,False
7,15,0.495,False
7,19,0.45,False
7,15,0.40700000000000003,False
7,9,0.508,False
7,9,0.441,False
7,19,0.539,False
7,19,0.99,False
7,1,0.596,False
7,19,0.499,False
7,19,0.27399999999999997,False
7,19,0.28600000000000003,False
7,19,0.301,True
8,0,0.179,False
8,0,0.99,False
8,19,0.597,False
8,1,0.99,False
8,9,0.5670000000000001,False
8,0,0.209,False
8,0,0.16899999999999998,False
8,0,0.99,False
8,0,0.595,False
8,0,0.0,False
8,0,0.385,False
8,0,0.434,False
8,0,0.99,False
8,19,0.99,False
8,16,0.429,False
8,16,0.401,False
8,0,0.376,False
8,0,0.212,True
9,15,0.99,False
9,19,0.0,False
9,19,0.0,False
9,15,0.0,False
9,15,0.0,False
9,10,0.0,False
9,15,0.0,False
9,12,0.0,False
9,15,0.0,False
9,6,0.0,False
9,15,0.0,False
9,1,0.0,False
9,14,0.0,False
9,14,0.428,False
9,0,0.447,False
9,0,0.488,False
9,13,0.0,False
9,19,0.41600000000000004,False
9,1,0.99,False
9,18,0.568,False
9,19,0.0,False
9,19,0.187,False
9,19,0.456,False
9,16,0.45899999999999996,False
9,19,0.45899999999999996,True
10,15,0.99,False
10,15,0.0,False
10,15,0.0,False
10,19,0.0,False
10,19,0.465,False
10,14,0.46,False
10,14,0.455,False
10,14,0.451,False
10,14,0.447,False
10,14,0.44,False
10,14,0.435,False
10,14,0.429,False
10,14,0.42100000000000004,False
10,14,0.456,False
10,15,0.449,False
10,15,0.365,False
10,19,0.0,False
10,1,0.99,False
10,19,0.99,False
10,19,0.569,False
10,19,0.0,False
10,3,0.141,False
10,19,0.473,False
10,19,0.47600000000000003,False
10,1,0.47600000000000003,True
11,1,0.091,False
11,1,0.99,False
11,19,0.588,False
11,1,0.99,False
11,1,0.595,False
11,0,0.5660000000000001,False
11,15,0.0,False
11,15,0.0,False
11,0,0.0,True
12,15,0.99,False
12,19,0.39,False
12,0,0.38299999999999995,False
12,9,0.38,False
12,15,0.087,False
12,1,0.0,False
12,1,0.99,False
12,19,0.99,False
12,12,0.59,False
12,0,0.0,False
12,0,0.217,False
12,19,0.99,False
12,19,0.532,False
12,19,0.414,True
13,15,0.0,False
13,0,0.17800000000000002,False
13,15,0.0,False
13,1,0.0,False
13,1,0.99,False
13,19,0.568,False
13,15,0.319,False
13,15,0.0,False
13,15,0.0,False
13,0,0.0,False
13,0,0.0,False
13,0,0.0,True
14,19,0.276,False
14,11,0.0,False
14,19,0.266,False
14,19,0.392,False
14,19,0.35200000000000004,False
14,19,0.99,False
14,6,0.595,False
14,6,0.0,False
14,6,0.0,True
15,15,0.99,False
15,15,0.0,False
15,3,0.0,False
15,15,0.0,False
15,17,0.99,False
15,17,0.0,False
15,17,0.0,False
15,17,0.0,False
15,1,0.0,False
15,0,0.22,False
15,0,0.23800000000000002,False
15,1,0.009000000000000001,False
15,1,0.99,False
15,19,0.51,False
15,19,0.272,True
16,9,0.0,False
16,11,0.0,False
16,2,0.0,False
16,0,0.06,False
16,9,0.0,False
16,1,0.0,False
16,19,0.99,False
16,11,0.596,False
16,19,0.56,False
16,19,0.34700000000000003,False
16,19,0.303,False
16,19,0.488,True
17,15,0.99,False
17,1,0.0,False
17,1,0.0,False
17,1,0.0,False
17,14,0.0,False
17,14,0.46299999999999997,False
17,14,0.46,False
17,14,0.45799999999999996,False
17,14,0.45399999999999996,False
17,17,0.449,False
17,15,0.445,False
17,15,0.439,False
17,15,0.43200000000000005,False
17,15,0.42700000000000005,False
17,15,0.0,False
17,9,0.0,False
17,9,0.0,False
17,1,0.99,False
17,1,0.586,False
17,0,0.478,False
17,0,0.0,False
17,19,0.99,False
17,19,0.594,False
17,1,0.0,True
18,17,0.0,False
18,17,0.0,False
18,13,0.0,False
18,17,0.0,False
18,17,0.99,False
18,17,0.203,False
18,17,0.0,False
18,17,0.0,False
18,9,0.0,False
18,19,0.0,False
18,9,0.33299999999999996,False
18,19,0.0,False
18,19,0.0,False
18,19,0.0,True
19,15,0.99,False
19,19,0.0,False
19,19,0.0,False
19,2,0.0,False
19,15,0.0,False
19,15,0.0,False
19,15,0.46299999999999997,False
19,15,0.46,False
19,15,0.56,False
19,19,0.0,False
19,1,0.99,False
19,19,0.588,False
19,0,0.33799999999999997,False
19,19,0.99,False
19,19,0.591,False
19,19,0.0,False
19,18,0.0,False
19,18,0.49,True
20,18,0.0,False
20,11,0.0,False
20,15,0.0,False
20,18,0.243,False
20,15,0.0,False
20,18,0.0,False
20,11,0.0,False
20,11,0.0,True
21,15,0.0,False
21,11,0.0,False
21,15,0.0,False
21,1,0.0,False
21,1,0.99,False
21,19,0.99,False
21,19,0.99,False
21,19,0.597,False
21,0,0.147,False
21,0,0.0,False
21,0,0.401,True
22,15,0.99,False
22,1,0.0,False
22,1,0.0,False
22,1,0.0,False
22,1,0.445,False
22,0,0.435,False
22,9,0.42200000000000004,False
22,19,0.318,False
22,19,0.0,False
22,19,0.38299999999999995,False
22,19,0.39799999999999996,False
22,18,0.0,False
22,18,0.0,False
22,18,0.0,False
22,18,0.0,True
23,18,0.0,False
23,11,0.0,False
23,19,0.99,False
23,1,0.99,False
23,11,0.596,False
23,19,0.99,False
23,19,0.596,False
23,19,0.0,False
23,19,0.0,True
24,15,0.99,False
24,16,0.0,False
24,15,0.0,False
24,15,0.0,False
24,15,0.0,False
24,17,0.0,False
24,1,0.0,False
24,19,0.99,False
24,16,0.345,False
24,19,0.99,False
24,19,0.49200000000000005,False
24,19,0.315,True
25,18,0.0,False
25,14,0.0,False
25,19,0.226,False
25,1,0.99,False
25,3,0.58,False
25,19,0.99,False
25,1,0.588,False
25,1,0.0,False
25,16,0.0,True
26,15,0.99,False
26,16,0.0,False
26,11,0.0,False
26,13,0.0,False
26,11,0.0,False
26,1,0.99,False
26,19,0.99,False
26,19,0.596,False
26,19,0.40700000000000003,False
26,19,0.11199999999999999,True
27,15,0.99,False
27,19,0.0,False
27,1,0.45,False
27,1,0.446,False
27,1,0.46399999999999997,False
27,5,0.0,False
27,1,0.502,False
27,17,0.99,False
27,19,0.0,False
27,19,0.0,True
28,5,0.0,False
28,13,0.0,False
28,17,0.0,False
28,17,0.0,False
28,5,0.0,False
28,5,0.0,False
28,1,0.0,False
28,5,0.0,False
28,19,0.0,False
28,19,0.0,True
29,5,0.0,False
29,0,0.99,False
29,17,0.5870000000000001,False
29,19,0.0,False
29,17,0.99,False
29,16,0.57,False
29,19,0.99,False
29,19,0.99,False
29,1,0.596,False
29,19,0.0,False
29,1,0.46299999999999997,False
29,19,0.0,False
29,19,0.0,False
29,19,0.0,False
29,19,0.428,False
29,19,0.505,False
29,1,0.506,False
29,1,0.506,False
29,1,0.503,False
29,11,0.45799999999999996,False
29,19,0.374,False
29,19,0.373,True
30,19,0.0,True
